timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-14T22:06:50,codecarbon,7952d06e-1abc-4a2e-89b6-e462e1cbe590,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.377687792,1.4209035287511466e-07,3.2457854380291236e-08,0.2722,0.0,3.0,1.201960439513891e-07,0.0,1.3245751041666676e-06,1.4447711481180568e-06,Brazil,BRA,rio grande do norte,,,macOS-15.3.1-arm64-arm-64bit,3.9.6,3.0.1,8,Apple M3,1,Apple M3,-35.2235,-5.8111,16.0,machine,N,1.0
